,Unnamed: 0,user_id,project_id,title,adult_content,description,instructions_flag,requester_id,requester_trusted_flag,project_stat,avg_money_hourly,moneyMed,moneyTop10,moneyMax3,pool_id,pool_started_at,task_attempted_flag,country,user_language,birth_day,joined,age
403,410,1684019585.0,118630.0,Does the provided link contain coupons? (South Africa),1,"** You should be located in South Africa or use VPN with South Africa region settings to do this project ** 
Click the link, go to the website and decide:
Are there promotional codes on the site?",1,b8867ba0bef402679ca8cf0561e54ba1,0,4.74,1.08871,0.05,0.3,0.0,36660588.0,2022-12-02T08:27:55.000Z,True,ET,"AM,EN,",1998-10-04,2022-09-06T00:00:00.000Z,24
404,411,1684019585.0,118630.0,Does the provided link contain coupons? (South Africa),1,"** You should be located in South Africa or use VPN with South Africa region settings to do this project ** 
Click the link, go to the website and decide:
Are there promotional codes on the site?",1,b8867ba0bef402679ca8cf0561e54ba1,0,4.74,1.08871,0.05,0.3,0.0,36660588.0,2022-12-02T08:27:55.000Z,True,ET,"AM,EN,",1998-10-04,2022-09-06T00:00:00.000Z,24
405,412,1684019585.0,118630.0,Does the provided link contain coupons? (South Africa),1,"** You should be located in South Africa or use VPN with South Africa region settings to do this project ** 
Click the link, go to the website and decide:
Are there promotional codes on the site?",1,b8867ba0bef402679ca8cf0561e54ba1,0,4.75,1.09312,0.05,0.15,0.0,36709397.0,2022-12-05T15:37:46.000Z,True,ET,"AM,EN,",1998-10-04,2022-09-06T00:00:00.000Z,24
406,413,1684019585.0,118630.0,Does the provided link contain coupons? (South Africa),1,"** You should be located in South Africa or use VPN with South Africa region settings to do this project ** 
Click the link, go to the website and decide:
Are there promotional codes on the site?",1,b8867ba0bef402679ca8cf0561e54ba1,0,4.75,1.09312,0.05,0.15,0.0,36709397.0,2022-12-05T15:37:46.000Z,True,ET,"AM,EN,",1998-10-04,2022-09-06T00:00:00.000Z,24
407,414,1684019585.0,118630.0,Does the provided link contain coupons? (South Africa),1,"** You should be located in South Africa or use VPN with South Africa region settings to do this project ** 
Click the link, go to the website and decide:
Are there promotional codes on the site?",1,b8867ba0bef402679ca8cf0561e54ba1,0,4.75,1.09312,0.05,0.15,0.0,36709397.0,2022-12-05T15:37:46.000Z,True,ET,"AM,EN,",1998-10-04,2022-09-06T00:00:00.000Z,24
408,415,1684019585.0,118630.0,Does the provided link contain coupons? (South Africa),1,"** You should be located in South Africa or use VPN with South Africa region settings to do this project ** 
Click the link, go to the website and decide:
Are there promotional codes on the site?",1,b8867ba0bef402679ca8cf0561e54ba1,0,4.75,1.09312,0.05,0.15,0.0,36709397.0,2022-12-05T15:37:46.000Z,True,ET,"AM,EN,",1998-10-04,2022-09-06T00:00:00.000Z,24
409,416,1684019585.0,118630.0,Does the provided link contain coupons? (South Africa),1,"** You should be located in South Africa or use VPN with South Africa region settings to do this project ** 
Click the link, go to the website and decide:
Are there promotional codes on the site?",1,b8867ba0bef402679ca8cf0561e54ba1,0,4.75,1.09312,0.05,0.15,0.0,36709397.0,2022-12-05T15:37:46.000Z,True,ET,"AM,EN,",1998-10-04,2022-09-06T00:00:00.000Z,24
410,417,1684019585.0,118630.0,Does the provided link contain coupons? (South Africa),1,"** You should be located in South Africa or use VPN with South Africa region settings to do this project ** 
Click the link, go to the website and decide:
Are there promotional codes on the site?",1,b8867ba0bef402679ca8cf0561e54ba1,0,4.75,1.09312,0.05,0.15,0.0,36709397.0,2022-12-05T15:37:46.000Z,True,ET,"AM,EN,",1998-10-04,2022-09-06T00:00:00.000Z,24
411,418,1684019585.0,118630.0,Does the provided link contain coupons? (South Africa),1,"** You should be located in South Africa or use VPN with South Africa region settings to do this project ** 
Click the link, go to the website and decide:
Are there promotional codes on the site?",1,b8867ba0bef402679ca8cf0561e54ba1,0,4.75,1.09312,0.05,0.15,0.0,36709397.0,2022-12-05T15:37:46.000Z,True,ET,"AM,EN,",1998-10-04,2022-09-06T00:00:00.000Z,24
412,419,1684019585.0,118630.0,Does the provided link contain coupons? (South Africa),1,"** You should be located in South Africa or use VPN with South Africa region settings to do this project ** 
Click the link, go to the website and decide:
Are there promotional codes on the site?",1,b8867ba0bef402679ca8cf0561e54ba1,0,4.75,1.09312,0.05,0.15,0.0,36709397.0,2022-12-05T15:37:46.000Z,True,ET,"AM,EN,",1998-10-04,2022-09-06T00:00:00.000Z,24
413,420,1684019585.0,118630.0,Does the provided link contain coupons? (South Africa),1,"** You should be located in South Africa or use VPN with South Africa region settings to do this project ** 
Click the link, go to the website and decide:
Are there promotional codes on the site?",1,b8867ba0bef402679ca8cf0561e54ba1,0,4.75,1.09312,0.05,0.15,0.0,36709397.0,2022-12-05T15:37:46.000Z,True,ET,"AM,EN,",1998-10-04,2022-09-06T00:00:00.000Z,24
414,421,1684019585.0,118630.0,Does the provided link contain coupons? (South Africa),1,"** You should be located in South Africa or use VPN with South Africa region settings to do this project ** 
Click the link, go to the website and decide:
Are there promotional codes on the site?",1,b8867ba0bef402679ca8cf0561e54ba1,0,4.75,1.09312,0.05,0.15,0.0,36709397.0,2022-12-05T15:37:46.000Z,True,ET,"AM,EN,",1998-10-04,2022-09-06T00:00:00.000Z,24
415,422,1684019585.0,118630.0,Does the provided link contain coupons? (South Africa),1,"** You should be located in South Africa or use VPN with South Africa region settings to do this project ** 
Click the link, go to the website and decide:
Are there promotional codes on the site?",1,b8867ba0bef402679ca8cf0561e54ba1,0,4.75,1.09312,0.05,0.15,0.0,36709397.0,2022-12-05T15:37:46.000Z,True,ET,"AM,EN,",1998-10-04,2022-09-06T00:00:00.000Z,24
416,423,1684019585.0,121686.0,Unstructured Spec Attribute Extraction Validation,1,"Check whether the given Value is present on the product page, if the value exists can it be associated with the given value?",1,7c13b57ffa8e4a3b719adfe89d811a03,0,4.49,0.0,0.0,0.0,0.0,36690412.0,2022-12-04T18:24:02.000Z,True,ET,"AM,EN,",1998-10-04,2022-09-06T00:00:00.000Z,24
417,424,1684019585.0,121686.0,Unstructured Spec Attribute Extraction Validation,1,"Check whether the given Value is present on the product page, if the value exists can it be associated with the given value?",1,7c13b57ffa8e4a3b719adfe89d811a03,0,4.49,0.0,0.0,0.0,0.0,36690412.0,2022-12-04T18:24:02.000Z,True,ET,"AM,EN,",1998-10-04,2022-09-06T00:00:00.000Z,24
418,425,1684019585.0,121686.0,Unstructured Spec Attribute Extraction Validation,1,"Check whether the given Value is present on the product page, if the value exists can it be associated with the given value?",1,7c13b57ffa8e4a3b719adfe89d811a03,0,4.49,0.0,0.0,0.0,0.0,36690412.0,2022-12-04T18:24:02.000Z,True,ET,"AM,EN,",1998-10-04,2022-09-06T00:00:00.000Z,24
419,426,1684019585.0,121686.0,Unstructured Spec Attribute Extraction Validation,1,"Check whether the given Value is present on the product page, if the value exists can it be associated with the given value?",1,7c13b57ffa8e4a3b719adfe89d811a03,0,4.49,0.0,0.0,0.0,0.0,36690412.0,2022-12-04T18:24:02.000Z,True,ET,"AM,EN,",1998-10-04,2022-09-06T00:00:00.000Z,24
420,427,1684019585.0,121686.0,Unstructured Spec Attribute Extraction Validation,1,"Check whether the given Value is present on the product page, if the value exists can it be associated with the given value?",1,7c13b57ffa8e4a3b719adfe89d811a03,0,4.49,0.0,0.0,0.0,0.0,36690412.0,2022-12-04T18:24:02.000Z,True,ET,"AM,EN,",1998-10-04,2022-09-06T00:00:00.000Z,24
421,428,1684019585.0,121686.0,Unstructured Spec Attribute Extraction Validation,1,"Check whether the given Value is present on the product page, if the value exists can it be associated with the given value?",1,7c13b57ffa8e4a3b719adfe89d811a03,0,4.49,0.0,0.0,0.0,0.0,36690412.0,2022-12-04T18:24:02.000Z,True,ET,"AM,EN,",1998-10-04,2022-09-06T00:00:00.000Z,24
422,429,1684019585.0,123072.0,Take 10 photos of your face,0,"You'll need to use both phone and webcam for different photos with different clothing and background.

If you complete the task correctly, you can send a link to it to your friends and get $1 for each task completed by them. The number of people you can bring is unlimited, as are your earnings. You can earn an additional $10 or you can earn $1000.",1,f8b3c2e55fcbe54b3666a2bdfc85fa4a,0,0.0,0.0,0.0,0.0,0.0,36729845.0,2022-12-09T14:49:02.000Z,True,ET,"AM,EN,",1998-10-04,2022-09-06T00:00:00.000Z,24
423,430,1684019585.0,123072.0,Take 10 photos of your face,0,"You'll need to use both phone and webcam for different photos with different clothing and background.

If you complete the task correctly, you can send a link to it to your friends and get $1 for each task completed by them. The number of people you can bring is unlimited, as are your earnings. You can earn an additional $10 or you can earn $1000.",1,f8b3c2e55fcbe54b3666a2bdfc85fa4a,0,0.0,0.0,0.0,0.0,0.0,36729893.0,2022-12-07T13:36:37.000Z,True,ET,"AM,EN,",1998-10-04,2022-09-06T00:00:00.000Z,24
424,431,1684019585.0,123072.0,Take 10 photos of your face,0,"You'll need to use both phone and webcam for different photos with different clothing and background.

If you complete the task correctly, you can send a link to it to your friends and get $1 for each task completed by them. The number of people you can bring is unlimited, as are your earnings. You can earn an additional $10 or you can earn $1000.",1,f8b3c2e55fcbe54b3666a2bdfc85fa4a,0,0.0,0.0,0.0,0.0,0.0,36729896.0,2022-12-07T13:36:45.000Z,True,ET,"AM,EN,",1998-10-04,2022-09-06T00:00:00.000Z,24
425,432,1684019585.0,123072.0,Take 10 photos of your face,0,"You'll need to use both phone and webcam for different photos with different clothing and background.

If you complete the task correctly, you can send a link to it to your friends and get $1 for each task completed by them. The number of people you can bring is unlimited, as are your earnings. You can earn an additional $10 or you can earn $1000.",1,f8b3c2e55fcbe54b3666a2bdfc85fa4a,0,0.0,0.0,0.0,0.0,0.0,36729901.0,2022-12-09T14:53:35.000Z,True,ET,"AM,EN,",1998-10-04,2022-09-06T00:00:00.000Z,24
426,433,1684019585.0,123072.0,Take 10 photos of your face,0,"You'll need to use both phone and webcam for different photos with different clothing and background.

If you complete the task correctly, you can send a link to it to your friends and get $1 for each task completed by them. The number of people you can bring is unlimited, as are your earnings. You can earn an additional $10 or you can earn $1000.",1,f8b3c2e55fcbe54b3666a2bdfc85fa4a,0,0.0,0.0,0.0,0.0,0.0,36729903.0,2022-12-09T05:49:35.000Z,True,ET,"AM,EN,",1998-10-04,2022-09-06T00:00:00.000Z,24
427,434,1684019585.0,79091.0,Crowd Spam Labeling - English,1,"Want to help make the internet a better place? Help us find and mark spam and dangerous sites so we can keep visitors safe while browsing.

NOTE: Hitapp UI has changed, please review guidelines to understand new functionality!
This task uses external web site for labeling.
Regular payment per page is $0.033.
To access paid work, training and qualification test should be passed.
",1,c7b569b062c3e8365da12b4851780761,0,0.0,0.0,0.0,0.0,3.31,31758262.0,2022-12-10T13:59:42.000Z,True,ET,"AM,EN,",1998-10-04,2022-09-06T00:00:00.000Z,24
428,435,1684019585.0,79091.0,Crowd Spam Labeling - English,1,"Want to help make the internet a better place? Help us find and mark spam and dangerous sites so we can keep visitors safe while browsing.

NOTE: Hitapp UI has changed, please review guidelines to understand new functionality!
This task uses external web site for labeling.
Regular payment per page is $0.033.
To access paid work, training and qualification test should be passed.
",1,c7b569b062c3e8365da12b4851780761,0,0.0,0.0,0.0,0.0,3.31,31758262.0,2022-12-10T13:59:42.000Z,True,ET,"AM,EN,",1998-10-04,2022-09-06T00:00:00.000Z,24
429,436,1684019585.0,79091.0,Crowd Spam Labeling - English,1,"Want to help make the internet a better place? Help us find and mark spam and dangerous sites so we can keep visitors safe while browsing.

NOTE: Hitapp UI has changed, please review guidelines to understand new functionality!
This task uses external web site for labeling.
Regular payment per page is $0.033.
To access paid work, training and qualification test should be passed.
",1,c7b569b062c3e8365da12b4851780761,0,0.0,0.0,0.0,0.0,3.31,31758262.0,2022-12-10T13:59:42.000Z,True,ET,"AM,EN,",1998-10-04,2022-09-06T00:00:00.000Z,24
430,437,1684019585.0,79091.0,Crowd Spam Labeling - English,1,"Want to help make the internet a better place? Help us find and mark spam and dangerous sites so we can keep visitors safe while browsing.

NOTE: Hitapp UI has changed, please review guidelines to understand new functionality!
This task uses external web site for labeling.
Regular payment per page is $0.033.
To access paid work, training and qualification test should be passed.
",1,c7b569b062c3e8365da12b4851780761,0,0.0,0.0,0.0,0.0,3.31,31758262.0,2022-12-10T13:59:42.000Z,True,ET,"AM,EN,",1998-10-04,2022-09-06T00:00:00.000Z,24
431,438,1684019585.0,79091.0,Crowd Spam Labeling - English,1,"Want to help make the internet a better place? Help us find and mark spam and dangerous sites so we can keep visitors safe while browsing.

NOTE: Hitapp UI has changed, please review guidelines to understand new functionality!
This task uses external web site for labeling.
Regular payment per page is $0.033.
To access paid work, training and qualification test should be passed.
",1,c7b569b062c3e8365da12b4851780761,0,0.0,0.0,0.0,0.0,3.31,31758262.0,2022-12-10T13:59:42.000Z,True,ET,"AM,EN,",1998-10-04,2022-09-06T00:00:00.000Z,24
432,439,1684019585.0,79091.0,Crowd Spam Labeling - English,1,"Want to help make the internet a better place? Help us find and mark spam and dangerous sites so we can keep visitors safe while browsing.

NOTE: Hitapp UI has changed, please review guidelines to understand new functionality!
This task uses external web site for labeling.
Regular payment per page is $0.033.
To access paid work, training and qualification test should be passed.
",1,c7b569b062c3e8365da12b4851780761,0,0.0,0.0,0.0,0.0,3.31,31758262.0,2022-12-10T13:59:42.000Z,True,ET,"AM,EN,",1998-10-04,2022-09-06T00:00:00.000Z,24
433,440,1684019585.0,79091.0,Crowd Spam Labeling - English,1,"Want to help make the internet a better place? Help us find and mark spam and dangerous sites so we can keep visitors safe while browsing.

NOTE: Hitapp UI has changed, please review guidelines to understand new functionality!
This task uses external web site for labeling.
Regular payment per page is $0.033.
To access paid work, training and qualification test should be passed.
",1,c7b569b062c3e8365da12b4851780761,0,0.0,0.0,0.0,0.0,3.31,31758262.0,2022-12-10T13:59:42.000Z,True,ET,"AM,EN,",1998-10-04,2022-09-06T00:00:00.000Z,24
434,441,1684019585.0,79091.0,Crowd Spam Labeling - English,1,"Want to help make the internet a better place? Help us find and mark spam and dangerous sites so we can keep visitors safe while browsing.

NOTE: Hitapp UI has changed, please review guidelines to understand new functionality!
This task uses external web site for labeling.
Regular payment per page is $0.033.
To access paid work, training and qualification test should be passed.
",1,c7b569b062c3e8365da12b4851780761,0,0.0,0.0,0.0,0.0,3.31,31758262.0,2022-12-10T13:59:42.000Z,True,ET,"AM,EN,",1998-10-04,2022-09-06T00:00:00.000Z,24
435,442,1684019585.0,101570.0,Search for businesses by specific category (English),1,"Help make searching for local businesses better! You will be given a query searching for a business by a general category (best hotels near me, Italian restaurants, apartments for sale), and you will determine if the returned result fulfills the query.
This task uses external web site for labeling.
Regular payment per page is $0.04.
To access paid work, training and qualification test should be passed.
",1,2885e896fd94297d65230e777ae2c877,0,0.0,0.0,0.0,0.08,0.47,34382380.0,2022-12-10T09:56:09.000Z,True,ET,"AM,EN,",1998-10-04,2022-09-06T00:00:00.000Z,24
436,443,1684019585.0,101570.0,Search for businesses by specific category (English),1,"Help make searching for local businesses better! You will be given a query searching for a business by a general category (best hotels near me, Italian restaurants, apartments for sale), and you will determine if the returned result fulfills the query.
This task uses external web site for labeling.
Regular payment per page is $0.04.
To access paid work, training and qualification test should be passed.
",1,2885e896fd94297d65230e777ae2c877,0,0.0,0.0,0.0,0.08,0.47,34382380.0,2022-12-10T09:56:09.000Z,True,ET,"AM,EN,",1998-10-04,2022-09-06T00:00:00.000Z,24
437,444,1684019585.0,101570.0,Search for businesses by specific category (English),1,"Help make searching for local businesses better! You will be given a query searching for a business by a general category (best hotels near me, Italian restaurants, apartments for sale), and you will determine if the returned result fulfills the query.
This task uses external web site for labeling.
Regular payment per page is $0.04.
To access paid work, training and qualification test should be passed.
",1,2885e896fd94297d65230e777ae2c877,0,0.0,0.0,0.0,0.08,0.47,34382380.0,2022-12-10T09:56:09.000Z,True,ET,"AM,EN,",1998-10-04,2022-09-06T00:00:00.000Z,24
438,445,1684019585.0,101570.0,Search for businesses by specific category (English),1,"Help make searching for local businesses better! You will be given a query searching for a business by a general category (best hotels near me, Italian restaurants, apartments for sale), and you will determine if the returned result fulfills the query.
This task uses external web site for labeling.
Regular payment per page is $0.04.
To access paid work, training and qualification test should be passed.
",1,2885e896fd94297d65230e777ae2c877,0,0.0,0.0,0.0,0.08,0.47,34382380.0,2022-12-10T09:56:09.000Z,True,ET,"AM,EN,",1998-10-04,2022-09-06T00:00:00.000Z,24
439,446,1684019585.0,101570.0,Search for businesses by specific category (English),1,"Help make searching for local businesses better! You will be given a query searching for a business by a general category (best hotels near me, Italian restaurants, apartments for sale), and you will determine if the returned result fulfills the query.
This task uses external web site for labeling.
Regular payment per page is $0.04.
To access paid work, training and qualification test should be passed.
",1,2885e896fd94297d65230e777ae2c877,0,0.0,0.0,0.0,0.08,0.47,34382380.0,2022-12-10T09:56:09.000Z,True,ET,"AM,EN,",1998-10-04,2022-09-06T00:00:00.000Z,24
440,447,1684019585.0,101570.0,Search for businesses by specific category (English),1,"Help make searching for local businesses better! You will be given a query searching for a business by a general category (best hotels near me, Italian restaurants, apartments for sale), and you will determine if the returned result fulfills the query.
This task uses external web site for labeling.
Regular payment per page is $0.04.
To access paid work, training and qualification test should be passed.
",1,2885e896fd94297d65230e777ae2c877,0,0.0,0.0,0.0,0.08,0.47,34382380.0,2022-12-10T09:56:09.000Z,True,ET,"AM,EN,",1998-10-04,2022-09-06T00:00:00.000Z,24
441,448,1684019585.0,101570.0,Search for businesses by specific category (English),1,"Help make searching for local businesses better! You will be given a query searching for a business by a general category (best hotels near me, Italian restaurants, apartments for sale), and you will determine if the returned result fulfills the query.
This task uses external web site for labeling.
Regular payment per page is $0.04.
To access paid work, training and qualification test should be passed.
",1,2885e896fd94297d65230e777ae2c877,0,0.0,0.0,0.0,0.08,0.47,34382380.0,2022-12-10T09:56:09.000Z,True,ET,"AM,EN,",1998-10-04,2022-09-06T00:00:00.000Z,24
442,449,1684019585.0,117836.0,Is the minifigure for sale in the ad?,0,"Look at the picture and the text to see if the minifigure is for sale in this ad, or if it's just an example.",1,0d0f8804cdf7478881b3d99973a3cae2,0,4.67,0.0,0.0,0.01,0.02,36222032.0,2022-11-23T13:01:32.000Z,True,ET,"AM,EN,",1998-10-04,2022-09-06T00:00:00.000Z,24
443,450,1684019585.0,117836.0,Is the minifigure for sale in the ad?,0,"Look at the picture and the text to see if the minifigure is for sale in this ad, or if it's just an example.",1,0d0f8804cdf7478881b3d99973a3cae2,0,4.67,0.0,0.0,0.01,0.02,36222032.0,2022-11-23T13:01:32.000Z,True,ET,"AM,EN,",1998-10-04,2022-09-06T00:00:00.000Z,24
444,451,1684019585.0,117836.0,Is the minifigure for sale in the ad?,0,"Look at the picture and the text to see if the minifigure is for sale in this ad, or if it's just an example.",1,0d0f8804cdf7478881b3d99973a3cae2,0,4.67,0.0,0.0,0.01,0.02,36222032.0,2022-11-23T13:01:32.000Z,True,ET,"AM,EN,",1998-10-04,2022-09-06T00:00:00.000Z,24
445,452,1684019585.0,117836.0,Is the minifigure for sale in the ad?,0,"Look at the picture and the text to see if the minifigure is for sale in this ad, or if it's just an example.",1,0d0f8804cdf7478881b3d99973a3cae2,0,4.67,0.0,0.0,0.01,0.02,36222032.0,2022-11-23T13:01:32.000Z,True,ET,"AM,EN,",1998-10-04,2022-09-06T00:00:00.000Z,24
446,453,1684019585.0,117836.0,Is the minifigure for sale in the ad?,0,"Look at the picture and the text to see if the minifigure is for sale in this ad, or if it's just an example.",1,0d0f8804cdf7478881b3d99973a3cae2,0,4.67,0.0,0.0,0.01,0.02,36222032.0,2022-11-23T13:01:32.000Z,True,ET,"AM,EN,",1998-10-04,2022-09-06T00:00:00.000Z,24
447,454,1684019585.0,117836.0,Is the minifigure for sale in the ad?,0,"Look at the picture and the text to see if the minifigure is for sale in this ad, or if it's just an example.",1,0d0f8804cdf7478881b3d99973a3cae2,0,4.67,0.0,0.0,0.01,0.02,36222032.0,2022-11-23T13:01:32.000Z,True,ET,"AM,EN,",1998-10-04,2022-09-06T00:00:00.000Z,24
448,455,1684019585.0,117836.0,Is the minifigure for sale in the ad?,0,"Look at the picture and the text to see if the minifigure is for sale in this ad, or if it's just an example.",1,0d0f8804cdf7478881b3d99973a3cae2,0,4.67,0.0,0.0,0.01,0.02,36222032.0,2022-11-23T13:01:32.000Z,True,ET,"AM,EN,",1998-10-04,2022-09-06T00:00:00.000Z,24
449,456,1684019585.0,117836.0,Is the minifigure for sale in the ad?,0,"Look at the picture and the text to see if the minifigure is for sale in this ad, or if it's just an example.",1,0d0f8804cdf7478881b3d99973a3cae2,0,4.67,0.0,0.0,0.01,0.02,36222032.0,2022-11-23T13:01:32.000Z,True,ET,"AM,EN,",1998-10-04,2022-09-06T00:00:00.000Z,24
450,457,1684019585.0,117836.0,Is the minifigure for sale in the ad?,1,"Look at the picture and the text to see if the minifigure is for sale in this ad, or if it's just an example.",1,0d0f8804cdf7478881b3d99973a3cae2,0,4.65,0.361809,0.0,0.01,0.0,36660559.0,2022-12-02T08:25:08.000Z,True,ET,"AM,EN,",1998-10-04,2022-09-06T00:00:00.000Z,24
451,458,1684019585.0,117836.0,Is the minifigure for sale in the ad?,1,"Look at the picture and the text to see if the minifigure is for sale in this ad, or if it's just an example.",1,0d0f8804cdf7478881b3d99973a3cae2,0,4.65,0.361809,0.0,0.01,0.0,36660559.0,2022-12-02T08:25:08.000Z,True,ET,"AM,EN,",1998-10-04,2022-09-06T00:00:00.000Z,24
452,459,1684019585.0,117836.0,Is the minifigure for sale in the ad?,1,"Look at the picture and the text to see if the minifigure is for sale in this ad, or if it's just an example.",1,0d0f8804cdf7478881b3d99973a3cae2,0,4.65,0.361809,0.0,0.01,0.0,36660559.0,2022-12-02T08:25:08.000Z,True,ET,"AM,EN,",1998-10-04,2022-09-06T00:00:00.000Z,24
453,460,1684019585.0,117836.0,Is the minifigure for sale in the ad?,1,"Look at the picture and the text to see if the minifigure is for sale in this ad, or if it's just an example.",1,0d0f8804cdf7478881b3d99973a3cae2,0,4.65,0.361809,0.0,0.01,0.0,36660559.0,2022-12-02T08:25:08.000Z,True,ET,"AM,EN,",1998-10-04,2022-09-06T00:00:00.000Z,24
454,461,1684019585.0,117836.0,Is the minifigure for sale in the ad?,1,"Look at the picture and the text to see if the minifigure is for sale in this ad, or if it's just an example.",1,0d0f8804cdf7478881b3d99973a3cae2,0,4.65,0.361809,0.0,0.01,0.0,36660559.0,2022-12-02T08:25:08.000Z,True,ET,"AM,EN,",1998-10-04,2022-09-06T00:00:00.000Z,24
455,462,1684019585.0,117836.0,Is the minifigure for sale in the ad?,1,"Look at the picture and the text to see if the minifigure is for sale in this ad, or if it's just an example.",1,0d0f8804cdf7478881b3d99973a3cae2,0,4.65,0.361809,0.0,0.01,0.0,36660559.0,2022-12-02T08:25:08.000Z,True,ET,"AM,EN,",1998-10-04,2022-09-06T00:00:00.000Z,24
456,463,1684019585.0,117836.0,Is the minifigure for sale in the ad?,1,"Look at the picture and the text to see if the minifigure is for sale in this ad, or if it's just an example.",1,0d0f8804cdf7478881b3d99973a3cae2,0,4.65,0.361809,0.0,0.01,0.0,36660559.0,2022-12-02T08:25:08.000Z,True,ET,"AM,EN,",1998-10-04,2022-09-06T00:00:00.000Z,24
457,464,1684019585.0,117836.0,Is the minifigure for sale in the ad?,1,"Look at the picture and the text to see if the minifigure is for sale in this ad, or if it's just an example.",1,0d0f8804cdf7478881b3d99973a3cae2,0,4.65,0.361809,0.0,0.01,0.0,36660559.0,2022-12-02T08:25:08.000Z,True,ET,"AM,EN,",1998-10-04,2022-09-06T00:00:00.000Z,24
458,465,1684019585.0,123529.0,Participate in our Web-Plugin Survey!,1,"We are creating a web-plugin to help Toloka workers potentially earn more money.

Help us to test our plugin! We will pay you. Our plugin will collect information about you.",1,dd13adbab6ee0b5b8a8b26b548ea54bd,0,0.0,0.0,0.0,0.0,0.0,36760642.0,2022-12-08T22:19:32.000Z,True,ET,"AM,EN,",1998-10-04,2022-09-06T00:00:00.000Z,24
459,466,1684019585.0,123529.0,Participate in our Web-Plugin Survey!,1,"We are creating a web-plugin to help Toloka workers potentially earn more money.

Help us to test our plugin! We will pay you. Our plugin will collect information about you.",1,dd13adbab6ee0b5b8a8b26b548ea54bd,0,0.0,0.0,0.0,0.0,0.0,36760642.0,2022-12-08T22:19:32.000Z,True,ET,"AM,EN,",1998-10-04,2022-09-06T00:00:00.000Z,24
460,467,1684019585.0,123529.0,Participate in our Web-Plugin Survey!,1,"We are creating a web-plugin to help Toloka workers potentially earn more money.

Help us to test our plugin! We will pay you. Our plugin will collect information about you.",1,dd13adbab6ee0b5b8a8b26b548ea54bd,0,0.0,0.0,0.0,0.0,0.0,36760642.0,2022-12-08T22:19:32.000Z,True,ET,"AM,EN,",1998-10-04,2022-09-06T00:00:00.000Z,24
461,468,1684019585.0,123529.0,Participate in our Web-Plugin Survey!,1,"We are creating a web-plugin to help Toloka workers potentially earn more money.

Help us to test our plugin! We will pay you. Our plugin will collect information about you.",1,dd13adbab6ee0b5b8a8b26b548ea54bd,0,0.0,0.0,0.0,0.0,0.0,36760642.0,2022-12-08T22:19:32.000Z,True,ET,"AM,EN,",1998-10-04,2022-09-06T00:00:00.000Z,24
462,469,1684019585.0,123529.0,Participate in our Web-Plugin Survey!,1,"We are creating a web-plugin to help Toloka workers potentially earn more money.

Help us to test our plugin! We will pay you. Our plugin will collect information about you.",1,dd13adbab6ee0b5b8a8b26b548ea54bd,0,0.0,0.0,0.0,0.0,0.0,36760642.0,2022-12-08T22:19:32.000Z,True,ET,"AM,EN,",1998-10-04,2022-09-06T00:00:00.000Z,24
463,470,1684019585.0,123529.0,Participate in our Web-Plugin Survey!,1,"We are creating a web-plugin to help Toloka workers potentially earn more money.

Help us to test our plugin! We will pay you. Our plugin will collect information about you.",1,dd13adbab6ee0b5b8a8b26b548ea54bd,0,0.0,0.0,0.0,0.0,0.0,36760642.0,2022-12-08T22:19:32.000Z,True,ET,"AM,EN,",1998-10-04,2022-09-06T00:00:00.000Z,24
464,471,1684019585.0,123529.0,Participate in our Web-Plugin Survey!,1,"We are creating a web-plugin to help Toloka workers potentially earn more money.

Help us to test our plugin! We will pay you. Our plugin will collect information about you.",1,dd13adbab6ee0b5b8a8b26b548ea54bd,0,0.0,0.0,0.0,0.0,0.0,36762369.0,2022-12-09T01:52:39.000Z,True,ET,"AM,EN,",1998-10-04,2022-09-06T00:00:00.000Z,24
465,472,1684019585.0,123529.0,Participate in our Web-Plugin Survey!,1,"We are creating a web-plugin to help Toloka workers potentially earn more money.

Help us to test our plugin! We will pay you. Our plugin will collect information about you.",1,dd13adbab6ee0b5b8a8b26b548ea54bd,0,0.0,0.0,0.0,0.0,0.0,36762369.0,2022-12-09T01:52:39.000Z,True,ET,"AM,EN,",1998-10-04,2022-09-06T00:00:00.000Z,24
466,473,1684019585.0,123529.0,Participate in our Web-Plugin Survey!,1,"We are creating a web-plugin to help Toloka workers potentially earn more money.

Help us to test our plugin! We will pay you. Our plugin will collect information about you.",1,dd13adbab6ee0b5b8a8b26b548ea54bd,0,0.0,0.0,0.0,0.0,0.0,36762369.0,2022-12-09T01:52:39.000Z,True,ET,"AM,EN,",1998-10-04,2022-09-06T00:00:00.000Z,24
467,474,1684019585.0,123529.0,Participate in our Web-Plugin Survey!,1,"We are creating a web-plugin to help Toloka workers potentially earn more money.

Help us to test our plugin! We will pay you. Our plugin will collect information about you.",1,dd13adbab6ee0b5b8a8b26b548ea54bd,0,0.0,0.0,0.0,0.0,0.0,36762369.0,2022-12-09T01:52:39.000Z,True,ET,"AM,EN,",1998-10-04,2022-09-06T00:00:00.000Z,24
